0,1,2,3,4,5,6,7
3 Bedroom House For Sale at Kasoa,"Beds: 3, Baths: 2","Accra, Houses","GH₵ 250,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
house at kotei,"Beds: 7, Baths: 7",MEMBER,"Kumasi, Houses","GH₵ 750,000",3 days,,
5 bedroom to let at Dzorwulu,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 30,000",3 days,,
"3 bedroom for sale at Ashale Botwe,lakeside estate","Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 370,000",3 days,,
4 bedroom for sale at Abokobi Junction(Adenta),"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 600,000",3 days,,
"3 bedroom for sale at Ashale Botwe,lakeside estate","Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 500,000",3 days,,
HOUSE 4SALE-NORTH KANESHIE,"Beds: 5, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,000,000",3 days,,
HOUSE FOR SALE-TESANO,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 900,000",3 days,,
house at oduom,"Beds: 5, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 900,000",3 days,,
uncompleted at santasi,"Beds: 5, Baths: 6",MEMBER,"Kumasi, Houses","GH₵ 900,000",3 days,,
Titled 3 bedroom house at Adenta Haatso,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 750,000",3 days,,
uncompleted 5bedroom storey @ Ejisu Besease,"Beds: 5, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 250,000",3 days,,
5 bedroom story building at kwabenya,"Beds: 5, Baths: 5","Accra, Houses","GH₵ 420,000",4 days,,,
3bedroom house at sokoban wood village,"Beds: 3, Baths: 3",MEMBER,"Kumasi, Houses","GH₵ 500,000",4 days,,
Lakeside Estate 4 Bedrooms House For Sale,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 900,000",4 days,,
East Legon Hills 5 Bedrooms House For Rent,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,140,000",4 days,,
"For sale,6 bedroom house @Trasacco Valley","Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 9,360,000",4 days,,
5 BEDROOM HOUSE WEST LEGON,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 2,300,000",4 days,,
5 Bedroom House At Madina,"Beds: 5, Baths: 4",MEMBER,"Greater Accra, Houses","GH₵ 850,000",4 days,,
Bortianor house,"Beds: 6, Baths: 6","Greater Accra, Houses","GH₵ 285,000",4 days,,,
Executive 3bed/1bq 4sale at east legon hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 650,000",4 days,,
Executive 4 bedroom house for sale at East Airport,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,300,000",4 days,,
"2,3 BED ROOM HOUSE FOR SALE -EASTLEGON HILLS","Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 400,000",4 days,,
A 5BEDROOM HOUSE FOR SALE AT SOWTOUM,"Beds: 6, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,450,000",4 days,,
AN 8BEDROOM HOUSE FOR SALE AT KASOA,"Beds: 8, Baths: 9",MEMBER,"Accra, Houses","GH₵ 450,000",4 days,,
EXECUTIVE 4 BEDROOM HOUSE AT LAKESIDE ESTATES...,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 936,000",4 days,,
"Affordable 4Beds House in Kotwi, Kumasi","Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 270,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
2bedroom House For Sale At Agbogba,"Beds: 2, Baths: 3",MEMBER,"Accra, Houses","GH₵ 420,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Selling this 6 bedroom house in West Legon,"Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 7,980,000",4 days,,
4 Bedroom House for sale at Agiringano,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,565,000",4 days,,
Newly built 3 bedrooms for sale at east legon hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 850,000",4 days,,
New 3 bedrooms for sale at lakeside comm. 6,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 520,000",4 days,,
3 BEDROOM ULTRAMODERN HOUSE-EASTLEGON HILLS,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 595,000",4 days,,
Uncompleted house for sale at Kumasi Boadi,"Beds: 10+, Baths: 10+",MEMBER,"Kumasi, Houses","GH₵ 1,500,000",4 days,,
3 BEDROOM ULTRAMODERN FURNISED HOUSE,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,053,000",4 days,,
3 bedroom house for sale at Tema Community 25,"Beds: 3, Baths: 2",MEMBER,"Greater Accra, Houses","GH₵ 370,000",4 days,,
EXECUTIVE 3BEDRM HSE 4SALE@SPINTEX,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,008,000",4 days,,
5 bedroom mini flats house for sale at Mallam,"Beds: 5, Baths: 2","Accra, Houses","GH₵ 500,000",4 days,,,
Executive 4 bedroom house at Haatso Atomic,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 920,000",4 days,,
4 bedroom house for sale at Ablekuma Fanmilk,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 400,000",4 days,,
2 Bedroom Self Compound House Selling HAATSO BOHYE,"Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 400,000",4 days,,
FENCED FIVE BEDROOMS HOUSE IS SELLING@ BOTWE LAKE SIDE MARINA PARK,"Beds: 5, Baths: 3",MEMBER,"Accra, Houses","GH₵ 300,000",4 days,,
5bedroom house at santasi kokoben,"Beds: 5, Baths: 3",MEMBER,"Kumasi, Houses","GH₵ 500,000",4 days,,
3 Bed house for sale at spintex manet,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 952,000",4 days,,
Newly💜 built 🌹3bed🌷 self compound 🌹 Pokuase,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 550,000",4 days,,
Two Bedroom Semi-Detached Property in Ashongman Estates for Sale,"Beds: 2, Baths: 1","Accra, Houses","GH₵ 400,000",4 days,,,
5BEDROOM AT ATASEMANSO KONKROMOASE,"Beds: 5, Baths: 6",MEMBER,"Kumasi, Houses","GH₵ 1,400,000",4 days,,
18 Bedrooms house at santasi kokoben,"Beds: 10+, Baths: 10+",MEMBER,"Kumasi, Houses","GH₵ 1,800,000",4 days,,
New 2 bed story building @East logon hell santor,"Beds: 2, Baths: 3",MEMBER,"Accra, Houses","GH₵ 280,000",4 days,,
3bed🦜move in spread balance 🌹Santor East logon hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 300,000",4 days,,
Luxury 4 bedrooms newly built house for sale at east legon hills,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 810,559",4 days,,
4 Bedroom House Now Selling @Lakeside,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 940,500",4 days,,
Selling this 4bedroom house@Tema community 25,"Beds: 4, Baths: 5",MEMBER,"Greater Accra, Houses","GH₵ 1,650,000",4 days,,
Affordable house for sale in Kumasi,"Beds: 3, Baths: 3",MEMBER,"Kumasi, Houses","GH₵ 420,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Executive 3bed House/1bq 4sale at east legon hills light house.,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 700,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
3 Bed house for sale at Ashongman,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 840,000",4 days,,
3 BED ROOM HOUSE WITH BOYS QUARTERS FOR SALE Adjinganor,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,180,000",4 days,,
Executive 5 bedroom house for sale at Spintex,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,600,000",4 days,,
Newly built 4bdrm house for Sale at East legon,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 2,200,000",4 days,,
Furnished 3 bedroom house for sale at Oyarifa,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 550,000",4 days,,
Selling this 4bedroom house@East Legon,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,995,000",4 days,,
"3 BEDROOMS HOUSE FOR SALE AT SPINTEX( REG=GHC100, COMM=5%)","Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 510,000",4 days,,
Selling this 4bedroom townhouse@Cantonments,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 3,575,000",4 days,,
4 BED ROOM HOUSE ALL ENSUITE Airport,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 9,439,999",4 days,,
5 bedroom house for sale at Ajirigano East Legon,"Beds: 5, Baths: 2",MEMBER,"Accra, Houses","GH₵ 4,600,000",4 days,,
UNCOMPELTED 6 BED ROOM HOUSE POKUASE,"Beds: 6, Baths: 9",MEMBER,"Accra, Houses","GH₵ 750,000",4 days,,
Executive Four bedroom houses with 1 BQ North Legon,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,159,997",4 days,,
4 Bedroom House in East Airport For Sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,425,000",4 days,,
4.Bed hes for sale at Achimota,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 912,000",4 days,,
EXEC 5 B/R HUS FOR SALE AT ATOMIC DOWN-TAIFA RD,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,425,000",4 days,,
EXEC 3 B/R HUS FOR SALE AT ACHIMOTA GULF PARK GATED COM,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,140,000",4 days,,
EXEC 3 B/R HUS FOR SALE AT ACHIMOTA GATED COM,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,140,000",4 days,,
EXEC 3 B/R HUS WITH 1 BQS FOR SALE AT NORTH LEGON,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,425,000",4 days,,
4-bedroom house - East Legon Hills,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 935,000",4 days,,
3bed story building sale self compound @Oyarfia,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 560,000",4 days,,
Lexus 3bedroom self compound @Oyarfia,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 330,000",4 days,,
5 bedroom house for sale at Amasaman,"Beds: 5, Baths: 3",MEMBER,"Accra, Houses","GH₵ 1,900,000",4 days,,
Selling this 2bedroom house@Tema community 25,"Beds: 2, Baths: 3",MEMBER,"Greater Accra, Houses","GH₵ 350,000",4 days,,
2 Bedroom With 4 Chamber n Hall at Ashyie For Sale,"Beds: 2, Baths: 3",MEMBER,"Greater Accra, Houses","GH₵ 280,000",4 days,,
4 BEDROOM HOUSE FOR SALE AT EAST LEGON....,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 3,705,000",4 days,,
3 bedroom house at Lakeside,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 395,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
House for sale Ashongman Estate,"Beds: 3, Baths: 3","Accra, Houses","GH₵ 380,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Executive 5 bedrooms house for sale at east legon AnC,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,593,320",4 days,,
Selling this 4bedroom house@Achimota,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,482,000",4 days,,
5bedroom semi furnished House at East legon,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,850,000",4 days,,
An Exquisite 3bedroom House For Sale At Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 870,000",4 days,,
New Modern And Spacious 3bedroom House+boys Qrtrs 4sale @spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 812,000",4 days,,
NEWLY BUILT 5 BEDROOMS TOWNHOUSE FOR SALE AT EAST LEGON HILLS,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,200,000",4 days,,
Freshly Built 3bedroom House For Sale @Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 696,900",4 days,,
New And Ultra Modern 3bedroom House In A Prime Area 4sale Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 696,000",4 days,,
Furnished executive 4 bedroom at East Airport,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,100,000",4 days,,
4Bed Hse @ East Legon For sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,950,000",4 days,,
Executive 5bedrooms House In East Legon Hills For Sale,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,254,000",4 days,,
Newly Built 4bedroom house(Range Rover Promo),"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,888,000",4 days,,
5 BEDROOM HOUSE FOR SALE EAST AIRPORT,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 3,550,000",4 days,,
Affordable 3 for sale at kronom sofokojo,"Beds: 3, Baths: 1",MEMBER,"Kumasi, Houses","GH₵ 120,000",4 days,,
EXEC 4 B/R HUS 1 BQS AT EAST AIRPORT GATED COMMMUNITY,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 3,135,000",4 days,,
EXEC 3 B/R HUS 1 BQS FOR SALE AT ASHONGMAN ESTATE,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 969,000",4 days,,
EXEC 2 B/R HUS AT OYARIFA FOR SALE GATED COMMUNITY,"Beds: 2, Baths: 1",MEMBER,"Accra, Houses","GH₵ 230,000",4 days,,
EXEC 4 B/R HUS 1 BQS AT CANTONMENTS,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,850,000",4 days,,
EXEC 5 B/R HUS FOR SALE AT KWABENYA ACP,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,140,000",4 days,,
Newly built 3 bedrooms for sale at lakeside,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 350,000",4 days,,
EXEC 4 B/R HUS 2 BQS AT EAST AIRPORT,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 5,130,000",4 days,,
Four beds for sale at Ashongman estate,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 500,000",4 days,,
EXEC 4 B/R HUS FOR SALE AT EAST LEGON,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,280,000",4 days,,
EXEC 4 B/R HUS 2 BQS AT EAST LEGON,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,995,000",4 days,,
Four beds for sale at Amasaman Obeyeyie,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 320,000",4 days,,
4bedroom self compound for sale on the spintex road ecobank,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,100,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Executive 3bed House/1bq 4sale at east legon hills light house.,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 700,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
EXEC 5 B/R HUS 2 BQS AT EAST LEGON EMBASSIDORAL,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 3,705,000",4 days,,
EXEC 5 B/R HUS 1 BQS AT EAST AIRPORT,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 3,705,000",4 days,,
EXEC 3 B/R HUS FOR SALE AT SPINTEX,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 513,000",4 days,,
A flow level building for sale at kodie Apagya,"Beds: 5, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 50,000",4 days,,
Four beds for sale at Atomic down,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,200,000",4 days,,
🍒🦜 4bed House @ East Legon American H,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,200,000",4 days,,
4bedroom house for Sale at East legon,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,425,000",4 days,,
🍒🦜 4bed House @ East Legon American,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,600,000",4 days,,
House for sale Abura,"Beds: 7, Baths: 5","Central, Houses","GH₵ 433,000",4 days,,,
New 5 bed Hse @ East Legon for sale,"Beds: 5, Baths: 6",MEMBER,"Greater Accra, Houses","GH₵ 2,500,000",4 days,,
Three beds fr sale at Kwabenya Acp,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 350,000",4 days,,
🍒🦜 4bed House @ East Legon A&C Mall For Sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,600,000",4 days,,
4bedroom house for sale at kenyasi bosore,"Beds: 4, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 230,000",4 days,,
4bedrooms house for sale at Esreso,"Beds: 4, Baths: 2",MEMBER,"Kumasi, Houses","GH₵ 130,000",4 days,,
east legon hills 5bedroms house 4sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 900,000",4 days,,
6bedrooms house for sale at Aputuogya,"Beds: 6, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 190,000",4 days,,
7 Bedroom House🏦 For sale At Trassaco,"Beds: 7, Baths: 7",MEMBER,"Accra, Houses","GH₵ 6,960,000",4 days,,
7 bedrooms house for sale at Santasi Darko,"Beds: 7, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 185,000",4 days,,
Newly built 4 bedrooms house at Tech Kotei near D&D Academy,"Beds: 4, Baths: 6",MEMBER,"Kumasi, Houses","GH₵ 700,000",4 days,,
Hot Cake Auction 4 Bedrooms House At Katamanso,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 200,000",4 days,,
3 Bedroom House🏦 At Adjinganor For Sale,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 850,000",4 days,,
3bed self for sale spintex,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 600,000",4 days,,
3bed self sale spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 550,000",4 days,,
4 MASTER BEDROOMS HOUSE AT TAKORADI NKROFUL,"Beds: 4, Baths: 4",MEMBER,"Sekondi Takoradi, Houses","GH₵ 550,000",4 days,,
EXEC 4 BEDROOM HOUSE AT KASOA BROADCASTING FOR SALE,"Beds: 4, Baths: 2",MEMBER,"Accra, Houses","GH₵ 300,000",4 days,,
Selling 4bedrooms house@Ashaley Lakeside Estate,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,160,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Selling this 4bedroom house@East Legon,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 7,280,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Selling this 6 bedroom house@Labone,"Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 6,840,000",4 days,,
Lexus 3bed story building 💐Atomic down,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 726,000",4 days,,
EXEC 4 BEDROOM HOUSE AT POKUASE MAYIRA FOR SALE,"Beds: 4, Baths: 2",MEMBER,"Accra, Houses","GH₵ 550,000",4 days,,
Full land with uncompleted four bedroom for sale in Abuakwa.,"Beds: 4, Baths: 2",MEMBER,"Kumasi, Houses","GH₵ 80,000",4 days,,
EXEC 4 BEDROOM HOUSE AT KASOA FOR SALE,"Beds: 4, Baths: 2",MEMBER,"Accra, Houses","GH₵ 250,000",4 days,,
EXEC 3 BEDROOM HOUSE AT KASOA FOR SALE,"Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 170,000",4 days,,
new 4bed story building @Atomic down,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 792,000",4 days,,
3bedroom House For Sale At Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 520,000",4 days,,
4 Bedroom+Swimming pool house for Sale at East Legon,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,850,000",4 days,,
Executive 3bedrooms House In Oyarifa For Sale,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 696,000",4 days,,
"2 bedroom flats(6 in total)+pool,restaurant&bar for sale at Ashongman","Beds: 10+, Baths: 10+",MEMBER,"Accra, Houses","GH₵ 2,400,000",4 days,,
Five bed room storey building at Daban for sale,"Beds: 5, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 600,000",4 days,,
Executive 4 bedroom for sale at Ashale Botwe,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,000,000",4 days,,
5 bedroom for sale at East legon,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 2,280,000",4 days,,
6 bedrooms house at Atonsu Feyiase near St. Margaret SHS,"Beds: 6, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 160,000",4 days,,
4 bedroom for sale at Adenta,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 2,500,000",4 days,,
Furnished 21 bedroom hostel for sale at Winneba,"Beds: 10+, Baths: 10+",MEMBER,"Accra, Houses","GH₵ 1,200,000",4 days,,
"3 BEDROOMS HOUSE FOR SALE AT KASOA POLICE STATION(REG=GHC10O, COMM=5%)","Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 350,000",4 days,,
"3 BEDROOMS HOUSE FOR SALE AT KASOA CP (REG=GHC100, COMM=5%)","Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 350,000",4 days,,
New 3 self compound @Santor East logon hell,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 300,000",4 days,,
Newly built 4 bedrooms storey building for sale at lakeside,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 700,000",4 days,,
HOUSE 4SALE-EAST LEGON,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,150,000",4 days,,
EXE.HOUSE 4SALE-TRASACCO,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 1,100,000",4 days,,
HOUSE 4SALE-TRASSACCO,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,000,000",4 days,,
Nice 3 Bedrooms 1 Storey With 4 Stores At Abokobi,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 550,000",4 days,,
Two Bedroom Semi-Detached Property in Ashongman Estates for Sale,"Beds: 2, Baths: 1","Accra, Houses","GH₵ 400,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
5 BEDROOM FOR SALE IN EAST LEGON ANC MALL ACCRA,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,330,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Uncompleted 3 bedrooms At Dodowa Flat Land,"Beds: 3, Baths: 3",MEMBER,"Greater Accra, Houses","GH₵ 180,000",4 days,,
Nice 4 Bedrooms House At Ashaley Botwe Peace Be,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 570,000",5 days,,
Uncompleted 1 Chamber And A Hall At Lakeside,"Beds: 1, Baths: 1",MEMBER,"Accra, Houses","GH₵ 150,000",5 days,,
7bedroom house at Awomaso,"Beds: 7, Baths: 6",MEMBER,"Kumasi, Houses","GH₵ 380,000",5 days,,
Newly built 5 Master bedrooms for sale at East legon tarred road.,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 3,364,000",5 days,,
