0,1,2,3,4,5,6,7
Six BR HSE for sale@Kansa,"Beds: 6, Baths: 7",MEMBER,"Sekondi Takoradi, Houses","GH₵ 680,000",37 days,,
3bedrooms house@Spintex Addogonnor,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 580,000",37 days,,
cute 3 Bedrooms House At Abokobi Near The New Stadium,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 450,000",37 days,,
EXEC 3 B/R HUS FOR SALE AT ASHONGMAN ESTATE,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 741,000",37 days,,
EXEC 5 B/R HUS 1 BQS SWIM POOL AT EAST AIRPORT,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 3,990,000",37 days,,
Nice 6 Stores At Ghanatan On Dodowa Road,"Beds: 6, Baths: 6",MEMBER,"Accra, Houses","GH₵ 500,000",37 days,,
Swimming Pool House @ McCarthy Hills,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,000,000",37 days,,
Uncompleted 3Bedrooms House At Oyibi On Dodowa Road,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 150,000",37 days,,
Finished 5 Bedrooms House At East Legon Hills,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 798,000",37 days,,
5 bedrooms Fully Furnished House For Sale At Mccarty Hills,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,046,000",37 days,,
New 3Bed House For Sale @ Madina Estate,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 700,000",37 days,,
Executive 3 Bedroom House For Rent At Kasoa,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 440,800",37 days,,
luxurious house at santasi kokoben,"Beds: 7, Baths: 8",MEMBER,"Kumasi, Houses","GH₵ 1,200,000",37 days,,
"For sale, 5 bedrooms house@Airport Hills","Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 10,600,000",37 days,,
3 BEDROOMS HOUSE FOR SALE AT POKUASE (AGENCY TERMS APPLIED),"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 380,000",37 days,,
Executive 3 Bedroom house For Sale At East Legon Hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 570,000",37 days,,
3 bedroom house at Lakeside,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 395,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
4 bedroom 1 bq mansion underground aquarium for sale at Spintex,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,052,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Executive 4 Bedroom House For Sale At East Legon,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,461,600",37 days,,
Exe 4 bedroom for sale at East Legon,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 2,489,700",37 days,,
"For sale, 7 bedroom house@East Legon Adjiringanor","Beds: 7, Baths: 8",MEMBER,"Accra, Houses","GH₵ 2,650,000",37 days,,
"For sale,6 bedrooms house@East Legon","Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 3,445,000",37 days,,
"For sale,4bedroom house @East Legon 69 road","Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,404,000",37 days,,
For sale 5 bedroom house swimming pool @Airport Hills,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 9,520,000",37 days,,
EXEC 4 B/R HUS 1 BQS FOR SALE AT EAST LEGON,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,280,000",37 days,,
Executive 5 Bedroom House For Sale At Kumasi,"Beds: 7, Baths: 6",MEMBER,"Kumasi, Houses","GH₵ 1,276,000",37 days,,
"For sale, 4bedrooms house @Tema community 25 Dowenya","Beds: 4, Baths: 5",MEMBER,"Greater Accra, Houses","GH₵ 769,500",37 days,,
For sale fully furnished 4 bedroom house@East Legon Adjiringannor,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,226,000",37 days,,
"For sale,Semi furnishd 4bedrm house@East Legon","Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,120,000",37 days,,
"For sale, 4bedroom house@East Legon hills","Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,196,000",37 days,,
Nice 4 Bedrooms House At Madina Riz Junction,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 400,000",37 days,,
7Bedrooms house @Tema Community 22,"Beds: 7, Baths: 10",MEMBER,"Greater Accra, Houses","GH₵ 6,360,000",37 days,,
UNCOMPLETED 4 B/R HUS AT ASHONGMAN ESTATE,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 570,000",37 days,,
Luxury 4 bedrooms house for sale at east legon hills,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,644,300",37 days,,
Selling this newly built 3bedroom house@East Legon,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,140,000",37 days,,
New 3 bedrooms town houses for sale at east legon hills,"Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 700,000",37 days,,
Selling this 3 bedroom house @East Legon Hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 530,000",37 days,,
"For sale, 4 bedroom house @Tema Community 25","Beds: 4, Baths: 5",MEMBER,"Greater Accra, Houses","GH₵ 1,325,000",37 days,,
EXEC 3 B/R HUS SEC POST FOR SALE AT ASHONGMAN ESTATE,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 912,000",37 days,,
Executive 4bedroom House For Sale At Lakeside,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,100,000",37 days,,
"For sale, 4bedroom house @Nungua Boadi","Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 1,325,000",37 days,,
New 4bed House Botwe Lake Side For Sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 880,000",37 days,,
Newly Built 4bedroom House With Boys Quatas For Sale In East Legon,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,512,000",37 days,,
5bedroom Storey Building For Sale At Spintex Manet Court,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 800,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
4 bedroom 1 bq mansion underground aquarium for sale at Spintex,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,052,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
5 Bedrooms House For Sale At Achimota,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,610,000",37 days,,
5 Bedrooms House For Sale At Lapaz Race Course,"Beds: 5, Baths: 3",MEMBER,"Accra, Houses","GH₵ 280,000",37 days,,
EXEC 3 B/R HUS FOR SALE AT ASHONGMAN ESTATE,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 380,000",37 days,,
Swimming Pool House @ East Legon,"Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 3,090,000",37 days,,
"Affordable Estate House in Buokrom Estate, Kumasi","Beds: 2, Baths: 2",MEMBER,"Kumasi, Houses","GH₵ 220,000",37 days,,
EXEC 3 BEDROOM HOUSE @ ACHIMOTA 4 SALE,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 1,100,000",37 days,,
"NEW & TITLED 4 BRM HOUSE AT AMRAHIA, ADENTA MUNICIPALITY","Beds: 4, Baths: 5",MEMBER,"Greater Accra, Houses","GH₵ 300,000",37 days,,
Affordable 5beds House in Kumasi,"Beds: 5, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 170,000",37 days,,
Executive 5 Bedroom House For Sale At Tantra Hills,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,131,000",37 days,,
Diplomatic 🦜5 bedroom💛 Storey Building @ East legon A&C Mall,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 3,080,000",37 days,,
Executive 3 Bedroom House For Sale At Labone,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,856,000",37 days,,
SEVEN BEDROOMS HOUSE FOR SALE @ BOTWE SAINT’S AREA,"Beds: 7, Baths: 2",MEMBER,"Accra, Houses","GH₵ 170,000",37 days,,
Executive 3 Bedroom House For Abgogba,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 475,600",37 days,,
Executive 4 Bedroom House For Sale At Tema Comm.12,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,218,000",37 days,,
"For sale, 45 bedrooms house @Kasoa","Beds: 10+, Baths: 10+",MEMBER,"Accra, Houses","GH₵ 6,193,200",37 days,,
for sale 11 bed house @East Legon,"Beds: 10+, Baths: 10+",MEMBER,"Accra, Houses","GH₵ 9,540,000",37 days,,
5 Bedrooms House For Sale At Airport Residential,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 14,500,000",37 days,,
Executive 5 Bedroom House For Sale At Adenta Amanfrom,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 725,000",37 days,,
Executive 3 Bedroom House For Sale At Ashongman Estate,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 736,600",37 days,,
Executive 4 bedroom self compound sale Agbogba,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,820,000",37 days,,
3 bedroom for sale Tema community 20,"Beds: 3, Baths: 2",MEMBER,"Greater Accra, Houses","GH₵ 280,000",37 days,,
Litigation free,"Beds: 6, Baths: 3","Western, Houses","GH₵ 75,000",37 days,,,
Executive Twin house for sale in Kumasi,"Beds: 5, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 1,500,000",37 days,,
Five bedroom house @ Agric- Kumasi,"Beds: 5, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 550,000",37 days,,
Luxurious 7 bedroom house for sale at West trassacco,"Beds: 7, Baths: 8",MEMBER,"Accra, Houses","GH₵ 8,000,000",37 days,,
east legon hills 5bedroms house 4sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 900,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Selling 4bedroom house@Tema community 25,"Beds: 4, Baths: 5",MEMBER,"Greater Accra, Houses","GH₵ 1,254,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
House for sale at East Legon Hills,"Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 3,500,000",37 days,,
House for sale at Kumasi Sokoban Ampayoo,"Beds: 4, Baths: 4",MEMBER,"Kumasi, Houses","GH₵ 1,700,000",37 days,,
"3 BRM HOUSE AT AMORMORLEY, ANYAA - POKUASE ROAD","Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 160,000",37 days,,
"3 BEDROOM HOUSE AT ABLEKUMA ODUMASE, ANYAA - POKUASE ROAD","Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 220,000",37 days,,
3bedroom house at Ejisu Akyawkrom,"Beds: 3, Baths: 3",MEMBER,"Kumasi, Houses","GH₵ 240,000",37 days,,
Selling this 4bedroom house@ East Legon,"Beds: 5, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,995,000",37 days,,
Uncompleted 3 bedrooms At Spintex Bachona On a Main Road,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 450,000",37 days,,
Selling this newly built 4bedroom house@East Legon 69 road,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,565,000",37 days,,
Selling this 4bedroom house@East Legon,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 5,700,000",37 days,,
Excercutive Fully Furnished 4 Bedrooms House For Sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,100,000",37 days,,
4bedroom on 2plots at kotwi,"Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 260,000",37 days,,
NEWLY BUILT 4 BEDROOMS WITH POOL FOR SALE AT EAST LEGON HILLS,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,700,000",37 days,,
4bedroom house at knust Appeadu,"Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 280,000",37 days,,
Exercutive 4 Bedrooms House With Swiming Pool For Sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,670,000",37 days,,
Modern 4 Bedrooms House With Swimming Pool For Sale,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,023,000",37 days,,
Exercutive 6 Bedrooms House With Swimming Pool For Sale,"Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 3,920,000",37 days,,
Exercutive 6 Bedrooms House With Extra Land And Sturdy Room For Sale,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,700,000",37 days,,
4 Bedrooms House For Sale At Broadcasting Near West Hills,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 450,000",37 days,,
4 Bedrooms House For Sale At East Legon,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 2,030,000",37 days,,
5 Bedrooms House With Swimming Pool For Sale At Airport Residential,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 8,700,000",37 days,,
4 Bedrooms House For Sale At Abelemkpe,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,740,000",37 days,,
Luxury 4 bedroom house + pool and a BQ @ Adjiriganor,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 3,800,000",37 days,,
LUXURIOUS THREE BEDROOMS HOUSE FOR SALE@ WEIJA BROADCASTING,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 600,000",37 days,,
Renting this 5 bedroom houae@Spintex Sakumono Buena Vista,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 11,400",37 days,,
Selling this 7 bedroom house@East Airport,"Beds: 7, Baths: 8",MEMBER,"Accra, Houses","GH₵ 3,990,000",37 days,,
House for sale Ashongman Estate,"Beds: 3, Baths: 3","Accra, Houses","GH₵ 380,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Fantasic 4bedroom With Boysquarters At Spintex Hfc Estate Comm 18,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,350,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Nice 6 Bedrooms House At Lakeside On Road Side,"Beds: 6, Baths: 6",MEMBER,"Accra, Houses","GH₵ 600,000",37 days,,
Selling 4bedroom house@Ashaley Botwe Lakeside community 6,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 855,000",37 days,,
Selling this 3 bedroom house@East Legon Hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 513,000",37 days,,
4 BEDROOMS HOUSE FOR SALE AT ADENTA (AGENCY TERMS APPLIED),"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 850,000",37 days,,
Finished 3 Bedrooms House At Lakeside,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 500,000",37 days,,
4bedroom house at Ahenema kokoben,"Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 400,000",37 days,,
6bedroom with foundation level at ahenema kokoben,"Beds: 6, Baths: 3",MEMBER,"Kumasi, Houses","GH₵ 600,000",37 days,,
5bedroom house at Denkyemuoso,"Beds: 5, Baths: 6",MEMBER,"Kumasi, Houses","GH₵ 1,500,000",38 days,,
Uncompleted 4 Bedrooms House At Lakeside,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 230,000",38 days,,
EXEC 4 BEDROOM DUPLEX HOUSE @ PRAMPRAM FOR SALE,"Beds: 4, Baths: 2",MEMBER,"Greater Accra, Houses","GH₵ 5,800,000",38 days,,
"For sale,5 bedroom house @Roman Ridge","Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,120,000",38 days,,
New 3bed story build houses @Achimota mall,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 700,000",38 days,,
A Storey Building 3bedroom House For Sale At Amasaman,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 599,000",38 days,,
"For sale,4 bedrooms house@Roman Ridge","Beds: 4, Baths: 6",MEMBER,"Accra, Houses","GH₵ 2,059,120",38 days,,
Finished 3 Bedrooms House At Lakeside,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 600,000",38 days,,
EXEC 4 BEDROOM HOUSE @ ADENTA ASHIYE SALE,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 850,000",38 days,,
"For sale,3 bedroom house @Spintex road Batsonaa","Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 901,000",38 days,,
Newly Built Three Bedrooms For Sale At Oyarifa,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 380,000",38 days,,
NEW EXEC 3 MASTER BED HOUSE NEAR WEST HILLS MALL 4 SALE,"Beds: 3, Baths: 5",MEMBER,"Accra, Houses","GH₵ 850,000",38 days,,
6 master bedrooms uncompleted for sale at Kansa city,"Beds: 6, Baths: 6",MEMBER,"Sekondi Takoradi, Houses","GH₵ 125,000",38 days,,
2 Bedrooms House For Sale At Ablekuma,"Beds: 2, Baths: 2",MEMBER,"Accra, Houses","GH₵ 180,000",38 days,,
4 bedroom house at dome pillar 2,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 1,400",38 days,,
NEWLY BUILT 4 BEDROOMS HSE AT EAST LEGON HILLS,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,000,000",38 days,,
Executive 4 bedroom house @ East Airport,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 3,920,000",38 days,,
An executive two bedroom house for sale at lakeside estate,"Beds: 2, Baths: 2",MEMBER,"Accra, Houses","GH₵ 320,000",38 days,,
2bedroom House For Sale At Agbogba,"Beds: 2, Baths: 3",MEMBER,"Accra, Houses","GH₵ 420,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Selling this 4bedroom house@East Legon,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 7,280,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Neat Three Bedrooms For Sale At Oyarifa-Teiman,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 550,000",38 days,,
An uncompleted three bedroom house for sale at lakeside estate,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 150,000",38 days,,
Selling this 5bedroom house@Trassacco,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 10,080,000",38 days,,
Luxury 5 bedrooms mansion at east legon,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 3,218,730",38 days,,
Luxurious 4 bedroom Storey @ East Legon A&C Mall,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,475,000",38 days,,
Finished 4 Bedrooms house @ Ashiyie,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 627,000",38 days,,
5 bedroom house for sale at Dodowa,"Beds: 5, Baths: 5",MEMBER,"Greater Accra, Houses","GH₵ 345,000",38 days,,
luxury 7 bedrooms with pool for sale at West trassacco,"Beds: 7, Baths: 8",MEMBER,"Accra, Houses","GH₵ 8,300,000",38 days,,
Three Bedroom Duplex En Suite,"Beds: 3, Baths: 3","Accra, Houses","GH₵ 600,000",38 days,,,
luxury 5 bedrooms newly built with pool east legon Adjiringanor,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 6,800,000",38 days,,
Executive 4Bedrooms house @ Adjiringanor,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 2,280,000",38 days,,
EXECUTIVE 6 BEBROOMS HOUSE @ TRASSACO,"Beds: 6, Baths: 7",MEMBER,"Accra, Houses","GH₵ 1,995,000",38 days,,
Executive 3bed House/1bq 4sale at east legon hills light house.,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 700,000",38 days,,
NEWLY BUILT 4 BEDROOMS SELF HOUSE AT ADENTA NEW LEGON,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 800,000",38 days,,
Executive 5 Bedroom House For Sale At Cantonment,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 8,120,000",38 days,,
4 bedrooms house at Santasi Kokoben- kumasi,"Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 500,000",38 days,,
Executive 4Bedrooms house @Ashaley Botwe,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 912,000",38 days,,
Newly built luxury 4 bedrooms house at east legon hills,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 890,000",38 days,,
Executive 4 bedrooms house at Santasi,"Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 1,200,000",38 days,,
Luxury 3 bedrooms house at east legon hills,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 780,000",38 days,,
House for sale,"Beds: 8, Baths: 3","Kumasi, Houses","GH₵ 300,000",38 days,,,
Modern 3bedrm 4washrm 4SALE IN Spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Houses","GH₵ 450,000",38 days,,
Executive 4 Bedroom house for Sale- Spintex,"Beds: 4, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,650,000",38 days,,
Uncompleted House For Sale At Weija Methodist School.,"Beds: 3, Baths: 3",MEMBER,"Greater Accra, Houses","GH₵ 85,000",38 days,,
5 Bedrooms House For Sale At Kasoa Budunburam,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 750,000",38 days,,
5bedroom Storey Building For Sale At Spintex Manet Court,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 800,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
4 bedroom 1 bq mansion underground aquarium for sale at Spintex,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 4,052,000",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
4 Bed House located in a gated community @ East Legon Hills,"Beds: 4, Baths: 5","Accra, Houses","GH₵ 1,200,000",38 days,,,
Roofed Uncompleted 3 Bedrooms House For Sale At Kasoa Ofankor,"Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 165,000",38 days,,
House for sale at Kumasi /Antoa,"Beds: 4, Baths: 5",MEMBER,"Kumasi, Houses","GH₵ 2,700,000",38 days,,
2 Bedroom House for Sale at Oyibi.,"Beds: 2, Baths: 2",MEMBER,"Greater Accra, Houses","GH₵ 250,000",38 days,,
4 Bedroom House for Sale at Madina.,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 700,000",38 days,,
THREE BEDROOM HOUSE MAIN ROAD FOR SALE@ ASHALEY NEW TOWN,"Beds: 3, Baths: 2",MEMBER,"Accra, Houses","GH₵ 600,000",38 days,,
NEWLY BUILT 4 BEDROOMS AT ADENTA NEW LEGON,"Beds: 4, Baths: 4",MEMBER,"Accra, Houses","GH₵ 750,000",38 days,,
Luxury 5 bedroom (house)mansion at east legon,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 6,500,000",38 days,,
Luxury 5 bedrooms pool house at east legon,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 8,900,000",38 days,,
4 Bedroom House for Sale at Achimota.,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 700,000",38 days,,
4 Bedroom House for Sale at Kaneshie.,"Beds: 4, Baths: 3",MEMBER,"Accra, Houses","GH₵ 550,000",38 days,,
5 Bedroom House for Rent at Lakeside,"Beds: 5, Baths: 5",MEMBER,"Accra, Houses","GH₵ 1,500,000",38 days,,
5 Bedroom House for Sale at Lakeside,"Beds: 5, Baths: 6",MEMBER,"Accra, Houses","GH₵ 1,500,000",38 days,,
NEWLY BUILT 3 BEDROOM APT @ SPINTEX 4 SALE,"Beds: 3, Baths: 3",MEMBER,"Accra, Houses","GH₵ 600,000",38 days,,
5 Bed house for sale at spintex road,"Beds: 5, Baths: 4",MEMBER,"Accra, Houses","GH₵ 1,568,000",38 days,,
