0,1,2,3,4,5,6,7
Adenta Sakora 2 Bedrooms Apartment For Rent,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,100 /month",1 day,,
Osu Executive 2 Bedrooms Apartment For Rent,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 5,700 /month",1 day,,
Singleroom sc for rent close to Pokuase new overhead,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Renting chamber & hall self contained @East Airport Tse-Addo,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,100 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
3 Bedrooms Apartment For Rent At Achimota,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",1 day,,
Flabagasting modern 4bedrm 4washrm 4rent spintex,"Beds: 4, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,400 /month",1 day,,
Anyaa Market 2 Bedrooms Apartment For Rent,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,1 day,,
2bedrm selfcompound 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",1 day,,
Madonise chamba n Hal selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 550 /month,1 day,,
Single Room Self Contain For Rent @ Dansoman,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 550 /month,1 day,,
2BEDRM APARTMENT FOR RENT @ ABELENKPE,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",1 day,,
EXEC 2BEDRM-EAST LEGON FOR RENT,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",1 day,,
EX 2 BEDROOMS APARTMENT AT RACE COURSE,"Beds: 2, Baths: 1",MEMBER,"Sekondi Takoradi, Apartments",GH₵ 600 /month,1 day,,
EXEC.2BEDRM-HAATSO,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",1 day,,
Two bed room flat at Hill-Top for rent.,"Beds: 2, Baths: 2",MEMBER,"Kumasi, Apartments","GH₵ 1,000 /month",1 day,,
Singleroom self-condition for rent at North legon,"Beds: 1, Baths: 1",MEMBER,"Greater Accra, Apartments",GH₵ 390 /month,1 day,,
MESMERIZED 2 BEDROOMS APARTMENT AT ADENTA,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",1 day,,
"Two Bedroom Apartment At Apollo, Takoradi","Beds: 2, Baths: 2","Western, Apartments",GH₵ 550 /month,1 day,,,
Chamber and hall self contain at taifa,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,1 day,,
"2 Bedroom Apartment for rent @ Ante Aku Junction, Sowotuom","Beds: 2, Baths: 2","Accra, Apartments","GH₵ 1,200 /month",1 day,,,
Superb wall and gated single room selfcontain in Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 270 /month,1 day,,
Neat gated 2bedrm for rent in spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 550 /month,1 day,,
EXC 2 BED APT NEWLY BUILT@ ADJIRINGANOR,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 3,000 /month",1 day,,
LARGE SINGLEROOM @EAST LEGON,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,1 day,,
Executive 3 bedroom apartment 1 bq for rent at Tse Addo,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 11,000 /month",1 day,,
SINGLE ROOM SC-ABELENKPE,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,1 day,,
2 bedroom apartment for rent tantra Hill's,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",1 day,,
Aristocratic new wal n gated single room self contain 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,1 day,,
Exclusive wall n gated chamba Hal selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,1 day,,
Renting this 2-bedroom apartment@Lashibi,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Newly build two bedrooms apartment at kwabenya.,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 900 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
CHAMBER AND HALL SELF CONTAIN APARTMENT@ MADINA SOCIAL WELFARE,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,1 day,,
Ex. gated 2bedrm wit 2washrm spintex,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",1 day,,
modernise single room S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,1 day,,
nice 3bedrooms apartment @Dansoman,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",1 day,,
Excellent modern single room selfcontain 4rent nungua,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,1 day,,
STUNNING TWO MASTER BEDROOMS APARTMENT AT ASHONGMAN,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",1 day,,
2 Bedrooms Apartment For Rent At Agbogba,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",1 day,,
3 BED APARTMENT FOR RENT AT GBAWE TELECOM,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,1 day,,
CHAMBERSELF CONTAIN FOR RENT AT ABLEKUMA JOMA,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,1 day,,
3bedrooms at Achimota,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,500 /month",1 day,,
Executive Two Bedroom Apartment for rent at Awoshie Anyaa market,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,1 day,,
2bedroom at tantra hill,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",1 day,,
"2 BED ROOM APARTMENT FOR RENT AT TSE ADDO(REG=GHC50, COMM =10%)","Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,700 /month",1 day,,
2 bedrooms at dome pillar,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,100 /month",1 day,,
2 BEDROOM APARTMENT FOR RENT AT ABOKOBI (REG.=GHC50 COMM.=10%),"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",2 days,,
4 Bedrooms Apartment For Rent At Lapaz,"Beds: 4, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,400 /month",2 days,,
New 3bed self contain @Amasaman 3,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
"2 BED ROOM APARTMENT FOR RENT AT AWOSHIE ANYAA(REG=GHC50, COMM=10%)","Beds: 2, Baths: 3",MEMBER,"Accra, Apartments",GH₵ 800 /month,2 days,,
TWO BEDROOM SELF CONTAIN APARTMENT@ MADINA ACTION,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
3bedroom apt@Adenta,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,400 /month",2 days,,
New 2bedroom apt@Pantang,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",2 days,,
Beautiful room selfcontain at Barrier Ashbread,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,2 days,,
New 2bed self contain rent @Pokuase,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",2 days,,
Two Bedroom apartment for rent at Amhrahia Lambfarm.,"Beds: 2, Baths: 2","Greater Accra, Apartments",GH₵ 650 /month,2 days,,,
Dansoman 💛 New 2 bed self contained,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
3 Bedroom Apartment at Pantang (Nursing Training),"Beds: 3, Baths: 3","Accra, Apartments","GH₵ 1,700 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Chamber and Hall at Pantang (Nursing Training),"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 900 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
Nice 2 bedroom self contain @ Obeyeyie Amasaman,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
Mallam New building Chamber Hall,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 850 /month,2 days,,
EXEC 2 BEDROOM APT AT ADENTA FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",2 days,,
2 BEDROOM APT FOR RENT AT ACHIMOTA MALL ST JOHNS.,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
EXEC CHAMBER AND HALL APT AWOSHIE PALASTOWN 4 RENT,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,2 days,,
EXEC 2 BEDROOM APT AT LAPAZ RACECOURSE FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
3 bedroom self contain 4 rent at East legon American house,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",2 days,,
Short Stay Apartment @ Fise - Amasaman,"Beds: 1, Baths: 1","Accra, Apartments","GH₵ 3,800 /month",2 days,,,
Stunning 2 Bedroom Newly - Built Apt For Rent East Legon Hills,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
EXEC 2 BEDROOM APT AT NANAKROM FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
New 3bef self contain @Amasaman,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
FURNISHED ROOM SELF-CONTAINED AT ALAJO 4 RENT,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,2 days,,
chamber and hall self contained apartment at Teshie Tsuibleoo,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,2 days,,
Chamber and Hall at Pantang (Nursing Training),"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 900 /month,2 days,,,
3 BEDROOMS APARTMENT FOR RENT AT ARS,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,400 /month",2 days,,
6month rent 2bed 💜self contained East Legon,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,500 /month",2 days,,
3 Bedroom Apartment at Pantang (Nursing Training),"Beds: 3, Baths: 3","Accra, Apartments","GH₵ 1,700 /month",2 days,,,
EXEC 2 BEDROOM APT AT HAATSO ECOMOG FOR RENT,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 2,000 /month",2 days,,
Exec.CHSC@ East legon Ogbojo 4 rent,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 900 /month,2 days,,
2 bedrm Apt for rent at Tantra hill,"Beds: 2, Baths: 2","Accra, Apartments",GH₵ 800 /month,2 days,,,
EXEC 2 BEDROOM APT AT BOHYE 4 RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
@Kasoa renting single room and porch,"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 100 /month,2 days,,,
Marvlous Wall and gated Single Room Self contain 4 rent at Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,2 days,,
Chamber And Hall Self Contain At Mccarthy For Rent,"Beds: 1, Baths: 2","Accra, Apartments",GH₵ 400 /month,2 days,,,
an exercutive two bedroom self contain in ofankor barrier for rent,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
3 Bedroom Apartment at Pantang (Nursing Training),"Beds: 3, Baths: 3","Accra, Apartments","GH₵ 1,700 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
chamber n hall s/c in Ablekuma,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
2 bedroom apartment for rent at TSADO,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,700 /month",2 days,,
a nice two bedroom self contain in dome for rent,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,2 days,,
EXEC 2 BEDROOM APT AT PANTANG FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
Neat 4bedrooms Apartment In East Legon Hills For Rent,"Beds: 4, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,600 /month",2 days,,
CHAMBER AND HALL SELF CONTAIN APARTMENT@ MADINA MAAYEHOT,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,2 days,,
2 bedroom apartment for rent at North Legon,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",2 days,,
EXEC 2BEDROOM APT AT PANTANG AFTER THE POLICE STATION FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",2 days,,
Furnished 1 Bedroom suite @ West Legon,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 3,500 /month",2 days,,
executive 4 bedrooms Aparment for rent at East legon hills,"Beds: 4, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,600 /month",2 days,,
chamber and hall self contain 4 rent at Osu,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,2 days,,
EXEC 2 BEDROOM APT AT WEST HILLS MALL 4 RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,2 days,,
1Bedroom Fully Finished @ Spintex,"Beds: 1, Baths: 1","Accra, Apartments","GH₵ 5,500 /month",2 days,,,
3 bedroom @ Spintex near KFC,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 2,300 /month",2 days,,
3 bedroom Apartment for rent at Spintex,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,400 /month",2 days,,
NEWLY BUILT 2 BEDROOM APT AT CHANTAN FOR RENT,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
SINGLE ROOM SELF CONTAIN APARTMENT FOR RENT@ MADINA MAAYEHOT,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,2 days,,
SPACIOUS CHAMBER AND HALL APT AT ABEKA MARKET 4 RENT,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 600 /month,2 days,,
3 bedroom Apartment @North Legon,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 3,500 /month",2 days,,
Renting 3 bedroom apartment @East Legon American house,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 6,840 /month",2 days,,
2 Bedroom @ East Legon,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,600 /month",2 days,,
EXEC 3 BEDROOM APT @ACHIMOTA FISHPOND 4 RENT,"Beds: 3, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",2 days,,
A Great 2-bedroom Apartment by owner@ South Abokobi,"Beds: 2, Baths: 1","Accra, Apartments",GH₵ 875 /month,2 days,,,
Single room self contained for rent at Teshie,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,2 days,,
Chamber and hall self contained Ablekuma,"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 350 /month,2 days,,,
1Bedroom Apartment Greda Estate Malik,"Beds: 1, Baths: 1","Accra, Apartments","GH₵ 2,000 /month",2 days,,,
foe rent 2 bedrooms apartment in Lashibi,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
Chamber and Hall at Pantang (Nursing Training),"Beds: 1, Baths: 1","Accra, Apartments",GH₵ 900 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD,
An executive 1 bedroom furnished apartment at Tse Addo,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 2,900 /month",2 days,,
1 bedroom apartment @East Legon,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 11,000 /month",2 days,,
1 bedroom furnished apartment at Tse Addo,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 5,220 /month",2 days,,
3 bedroom for rent at ARS,"Beds: 3, Baths: 2","Accra, Apartments","GH₵ 2,800 /month",2 days,,,
Executive 2 Bedroom Apt For Rent - Oyibi,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 650 /month,2 days,,
Neat 2BED ROOMS APARTMENTS FOR RENT AT BOTWE,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
Single room s/c.... spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 350 /month,2 days,,
New And Spacious Well Situated 3bedroom Apartment 4rent @spintex,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",2 days,,
Ultra modern single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,2 days,,
Walled And Gated 2bedroom Apartment 4rent Spintex 1yr,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 900 /month,2 days,,
Fully furnished 3bdrm Apartment for rent at Airport Residential,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 25,650 /month",2 days,,
Marvlous wall n gated 3bedrm - Spintex 1year,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
single room selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,2 days,,
Fully furnished 3bedroom Apartment at Airport Residential,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 11,400 /month",2 days,,
gated chamba n hall selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,2 days,,
Chamba N Hal S/C 4rent Spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 450 /month,2 days,,
3bedrm selfcompound 1year Tema 25,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
2bedrm 2washrm 4rent 1yr Greda Estate,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
Excruciating wall n gated chamber Hall selfcontain 4rent spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,2 days,,
1 bedroom furnished flat at Shiashie,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 7,200 /month",2 days,,
2bedrm 4rent spintex 18 annex 1year,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 800 /month,2 days,,
Executive 3bed apamt at botwe 3rd gate,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",2 days,,
Madonise 2bedrm spintex,"Beds: 2, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 700 /month,2 days,,
gated chamba n Hal selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,2 days,,
2BRDRM APARTMENT 4RENT@SPINTEX,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,600 /month",2 days,,
Singleroom sc for rent close to Pokuase new overhead,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 250 /month,".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
foe rent 2 bedrooms apartment in Lashibi,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",".top-ad-badge_svg__st1,.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill-rule:evenodd;clip-rule:evenodd;fill:#4780b2}.top-ad-badge_svg__st2,.top-ad-badge_svg__st8{fill:#3b566e}.top-ad-badge_svg__st8{fill:#666}.top-ad-badge_svg__st9{opacity:.12}", ,TOP AD
gated chamba n hall selfcontain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,2 days,,
Single room self contain spintex,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,2 days,,
apartment in ayeduase k 5,"Beds: 2, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 350 /month,2 days,,
1 bedroom furnished apartment at Eastlegon,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 3,000 /month",2 days,,
Chamber and hall at Agbogba,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,2 days,,
3 bedroom apartment for rent at spintex,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
CHAMBER AND HALL SELF CONTAIN APARTMENT FOR RENT’MADINA AVIATION LANE,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 500 /month,2 days,,
EXECUTIVE 2-BEDROOM APARTMENT FOR RENT AT OYARIFA,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,300 /month",2 days,,
Chamber and Hall self Contain for rent at Awoshie Ablekuman Bokoboko,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 300 /month,2 days,,
EXECUTIVE 3-BEDROOM APARTMENT AT OYARIFA FOR RENT,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
Two bedrooms apartment at Kente,"Beds: 1, Baths: 1","Sekondi Takoradi, Apartments",GH₵ 400 /month,2 days,,,
NEWLY BUILT CHAMBER & HALL APT. 4 RENT @ SPINTEX,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,000 /month",2 days,,
Two bed room flat at Santasi-Kotwi.,"Beds: 2, Baths: 2",MEMBER,"Kumasi, Apartments",GH₵ 450 /month,2 days,,
SINGLEROOM SELF CONT@ADJIRINGANOR,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 400 /month,2 days,,
FULLY FURNISHED 3 BEDRM APT. 4 RENT @ SPINTEX,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 7,000 /month",2 days,,
neatly 2bedroms apart 4rent at adenta,"Beds: 2, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 1,500 /month",2 days,,
3 bedroom apartment for rent at Fafraha,"Beds: 3, Baths: 2",MEMBER,"Accra, Apartments",GH₵ 800 /month,2 days,,
Single self contain for rent at East legon,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments","GH₵ 1,200 /month",2 days,,
chamber and hall at Atasemanso,"Beds: 1, Baths: 1",MEMBER,"Kumasi, Apartments",GH₵ 400 /month,2 days,,
chamber and hall at dome Kwabeya,"Beds: 1, Baths: 1",MEMBER,"Accra, Apartments",GH₵ 150 /month,2 days,,
3 bedroom furnished Apartment to let near The Ridge Hospital,"Beds: 3, Baths: 3",MEMBER,"Accra, Apartments","GH₵ 14,820 /month",2 days,,
Two Bedroom Apartment to let at East Legon near A&C Shopping Mall,"Beds: 2, Baths: 2",MEMBER,"Accra, Apartments","GH₵ 10,200 /month",2 days,,
Luxurious New 3 Bedroom Apartment in Oyarifa,"Beds: 3, Baths: 4",MEMBER,"Accra, Apartments","GH₵ 1,800 /month",2 days,,
